player_name,equipe,positions,age,player_id,player_country_code,umap_1,umap_2,umap_3,cluster
Arnaud Kalimuendo,Rennes,"FW,MF",22.0,bf4c41f9,FRA,12.2752075,7.576073,-5.632639,2
Pierre Ekwah Elimby,Saint,MF,22.0,830371be,FRA,13.553096,8.615473,-0.2273336,0
Diego Moreira,Strasbourg,"DF,MF",19.0,12de1b0d,BEL,13.902441,7.078965,-2.7079203,0
Evann Guessand,Nice,"FW,MF",23.0,b73f17f8,CIV,13.419735,6.7951546,-4.4786487,0
Jonathan David,Lille,FW,24.0,ce50fd99,CAN,12.707309,7.848741,-5.248023,2
Facundo Medina,Lens,DF,25.0,6f5ec8bb,ARG,13.876169,9.176036,0.051522806,0
Sergio Akieme,Reims,DF,26.0,06efa9dc,ESP,14.588283,8.834488,-1.7506543,0
Dilane Bakwa,Strasbourg,"MF,DF",21.0,2b5a35e5,FRA,14.259661,7.1093373,-3.6930728,0
Mark McKenzie,Toulouse,DF,25.0,a5f5d094,USA,12.617777,10.410587,0.5531201,3
Ludovic Ajorque,Brest,FW,30.0,462475ed,FRA,11.93728,7.3366027,-5.624607,2
Clément Akpa,Auxerre,DF,22.0,0abb5072,CIV,12.202861,10.004237,0.3512717,3
Adrien Rabiot,Marseille,MF,29.0,8794e251,FRA,13.6631775,7.2504854,-1.813193,0
Loïc Nego,Le Havre,"DF,FW",33.0,c3b6fa1e,HUN,14.930851,8.552142,-1.4969263,0
Michael Amir Murillo,Marseille,DF,28.0,349cae8f,PAN,14.307134,8.565906,-0.61657155,0
Hicham Boudaoui,Nice,MF,24.0,f9d5908e,ALG,13.034614,7.6013646,-1.2764506,0
Brendan Chardonnet,Brest,DF,29.0,16aa7d4c,FRA,12.433569,10.424007,0.8990183,3
Maghnes Akliouche,Monaco,"FW,MF",22.0,b625b241,FRA,13.864059,6.773658,-3.6763759,0
Vincent Sierro,Toulouse,MF,28.0,92ffb8f9,SUI,13.86412,7.90318,-1.9416143,0
Thilo Kehrer,Monaco,DF,27.0,51dbeea9,GER,13.6676445,10.016481,0.63620955,3
Clinton Mata,Lyon,DF,31.0,55abe554,ANG,13.686436,9.47503,0.038337745,3
Mamadou Sarr,Strasbourg,DF,18.0,61f80c89,FRA,13.361018,10.403909,0.97883606,3
Téji Savanier,Montpellier,MF,32.0,6bde367b,FRA,14.716348,7.4899526,-2.8098426,0
Lorenz Assignon,Rennes,"DF,MF",24.0,b026bbf6,TOG,14.460346,7.4088087,-1.7948009,0
Habib Diarra,Strasbourg,"MF,FW",20.0,6d0fe035,SEN,12.790598,7.766628,-2.3951924,0
Pedro Chirivella,Nantes,MF,27.0,68a26d51,ESP,13.297968,8.89176,-0.46448407,0
Elisha Owusu,Auxerre,MF,26.0,e2781082,GHA,12.104639,7.865972,-0.8190976,0
Yann Gboho,Toulouse,"MF,FW",23.0,6be41a31,FRA,13.243359,6.9100747,-4.007439,0
Corentin Tolisso,Lyon,MF,29.0,652d4c37,FRA,13.882205,7.6800985,-0.80190265,0
Abdoulaye Touré,Le Havre,MF,30.0,ef7cd87a,GUI,12.90552,8.079688,-1.978632,0
Hugo Magnetti,Brest,MF,26.0,d4d35152,FRA,12.47087,8.473079,-0.7656005,0
Etienne Youte Kinkoue,Le Havre,DF,22.0,12a4e38c,FRA,12.186963,10.983141,0.8789274,3
Douglas,Nantes,MF,27.0,301c287b,BRA,13.169266,7.873852,-0.6995459,0
Mickael Nade,Saint,DF,25.0,a6b6fa6e,FRA,12.5441265,10.662354,1.2905208,3
Jonathan Clauss,Nice,"DF,MF",31.0,5219ab4a,FRA,14.456848,7.9126835,-3.0029106,0
Lassine Sinayoko,Auxerre,"FW,MF",24.0,5e5249c8,MLI,13.126824,6.994987,-4.900461,2
Ludovic Blas,Rennes,"MF,FW",26.0,6191093d,FRA,13.94499,7.233689,-3.7197523,0
Emanuel Emegha,Strasbourg,FW,21.0,a0c590b9,NED,11.540785,7.889423,-5.852609,2
Gideon Mensah,Auxerre,DF,26.0,9bdd8118,GHA,14.881169,8.607988,-1.6033704,0
Leonardo Balerdi,Marseille,DF,25.0,7c3ed041,ARG,13.863377,9.763355,0.4563576,3
Takumi Minamino,Monaco,"MF,FW",29.0,f833a830,JPN,12.939026,7.599361,-4.530656,2
Andy Diouf,Lens,MF,21.0,9b5237b1,FRA,12.958466,7.3610253,-3.0072117,0
Moïse Bombito,Nice,DF,24.0,c2f23fc8,CAN,12.660972,11.11718,0.9244258,3
Cédric Kipré,Reims,DF,27.0,9f30e7ed,CIV,12.741549,10.784381,0.49865392,3
Bradley Barcola,Paris S,FW,21.0,a0d55a09,FRA,13.122398,7.0172844,-3.9860291,0
Kelvin Amian,Nantes,DF,26.0,bcc81786,FRA,14.612578,9.324681,-1.4973594,0
Gabriel Suazo,Toulouse,DF,26.0,39b326ed,CHI,14.519514,8.293118,-2.0284615,0
Denis Zakaria,Monaco,MF,27.0,384d58d9,SUI,12.451501,8.183339,-1.0201231,0
Modibo Sagnan,Montpellier,DF,25.0,76d679c7,MLI,11.660787,10.055137,0.6020044,3
Willian Pacho,Paris S,DF,22.0,ecbe2839,ECU,13.359291,10.261581,0.19952126,3
Dennis Appiah,Saint,DF,32.0,feb5d3ab,FRA,14.931638,8.726332,-1.2540885,0
Ki-Jana Hoever,Auxerre,DF,22.0,9a71e978,NED,14.579356,9.079023,-1.9543521,0
Jonathan Gradit,Lens,DF,31.0,06c48679,FRA,12.7591305,9.924483,0.29628992,3
Sebastian Nanasi,Strasbourg,"MF,FW",22.0,ce747d2a,SWE,13.799006,8.0157585,-3.4310057,0
Djibril Sidibé,Toulouse,DF,32.0,4c5b714f,FRA,14.397127,8.813589,-1.3054835,0
Yassine Kechta,Le Havre,"MF,FW",22.0,abefc3af,MAR,12.50916,7.3451986,-1.3281869,0
Wilfried Singo,Monaco,DF,23.0,8b609c34,CIV,13.180883,9.722934,0.27571326,3
Hamed Junior Traorè,Auxerre,MF,24.0,570bb4b9,CIV,13.035068,7.1116805,-4.5298176,2
Azor Matusiwa,Rennes,MF,26.0,a17a94d6,NED,12.910302,7.761532,-0.80753064,0
Achraf Hakimi,Paris S,DF,25.0,e42d61c7,MAR,14.110725,7.814888,-1.1118844,0
Vanderson,Monaco,DF,23.0,ee45fd85,BRA,14.759888,8.245428,-1.6069177,0
Lamine Camara,Monaco,MF,20.0,19c2ffa4,SEN,14.178993,7.808748,-2.6121876,0
Alexandre Lacazette,Lyon,FW,33.0,9dbb75ca,FRA,12.187319,8.0102625,-5.7024856,2
Nicolas Cozza,Nantes,"DF,MF",25.0,8f325097,FRA,14.398134,9.355178,-1.8359461,0
Warren Zaïre-Emery,Paris S,"MF,DF",18.0,6b9960cf,FRA,13.602374,8.664946,-0.8455616,0
Johann Lepenant,Nantes,MF,21.0,1e52971c,FRA,12.122465,7.569419,-1.3253893,0
Carlens Arcus,Angers,DF,28.0,5e837126,HAI,14.662597,9.086609,-1.2709897,0
Vitinha,Paris S,MF,24.0,3b029691,POR,13.73515,8.49973,-0.5223334,0
Rayan Cherki,Lyon,"FW,MF",20.0,b34c63a5,FRA,14.304606,7.192364,-3.5324879,0
Geoffrey Kondogbia,Marseille,"DF,MF",31.0,cce181df,CTA,13.487785,9.645985,0.22787397,3
Nicolas Pallois,Nantes,DF,36.0,779847d6,FRA,11.847794,10.559346,1.0926665,3
Dylan Batubinsika,Saint,DF,28.0,37d39918,COD,11.76994,10.902628,0.5675333,3
Lucas Beraldo,Paris S,DF,20.0,b8aedf06,BRA,14.124087,10.042825,0.34750935,3
Nemanja Matić,Lyon,MF,35.0,eb7822d7,SRB,13.04345,9.111107,-0.61604875,0
Josué Casimir,Le Havre,"FW,MF",22.0,481f76cf,FRA,12.36407,7.3035,-4.69049,2
Ainsley Maitland-Niles,Lyon,DF,26.0,e3a5814e,ENG,14.677042,8.174096,-1.266226,0
Aurélio Buta,Reims,DF,27.0,b4705807,POR,14.219309,9.445406,-1.5523732,0
Dante,Nice,DF,40.0,fd2bc67d,BRA,12.83674,10.188344,0.2527461,3
Jean-Eudes Aholou,Angers,MF,30.0,48b28bfd,CIV,12.235867,7.56946,-1.0894623,0
Sinaly Diomande,Auxerre,DF,23.0,6de23ab0,CIV,12.0484915,10.919228,1.1442693,3
Melvin Bard,Nice,"DF,MF",23.0,1ddbc7ca,FRA,14.244186,9.332364,-1.5228397,0
Youssouf Ndayishimiye,Nice,DF,25.0,65c55288,BDI,12.626202,9.951097,0.73131526,3
Caio Henrique Oliveira Silva,Monaco,DF,27.0,30af8b93,BRA,14.651921,8.182613,-2.5115101,0
Thomas Meunier,Lille,DF,32.0,e162b013,BEL,14.6238165,8.4072895,-1.0463159,0
Fabián Ruiz Peña,Paris S,MF,28.0,c0c7ff58,ESP,13.831351,8.227266,-1.2530637,0
Issa Soumaré,Le Havre,"FW,MF",23.0,1d8aa290,SEN,12.254778,7.1222496,-5.0411916,2
Nicolás Tagliafico,Lyon,DF,31.0,f0661424,ARG,13.333804,8.1273365,-1.1645414,0
Zakaria Aboukhlal,Toulouse,"MF,FW",24.0,c2a6033c,MAR,12.444628,7.592976,-5.5717897,2
Enzo Tchato,Montpellier,DF,21.0,7f783431,CMR,14.943482,9.214518,-1.632394,0
Farid El Melali,Angers,FW,27.0,d21e361a,ALG,12.760079,8.25917,-3.9235234,0
Joris Chotard,Montpellier,MF,22.0,7909ffa4,FRA,11.778741,9.016601,-0.6516229,0
Lucas Stassin,Saint,FW,19.0,a47d6f3a,BEL,12.248767,7.667959,-5.314645,2
João Neves,Paris S,"MF,DF",19.0,c2a15a27,POR,13.772105,8.171896,-1.081592,0
Breel Embolo,Monaco,"FW,MF",27.0,0b4f388a,SUI,12.144173,7.702574,-5.3135967,2
Gaëtan Laborde,Nice,FW,30.0,7cdda3bf,FRA,12.100023,8.240586,-5.845782,2
Deiver Machado,Lens,"DF,MF",30.0,b3f8bdef,COL,14.016933,9.232986,-2.2752442,0
Becir Omeragic,Montpellier,DF,22.0,c284d6fb,SUI,11.200717,10.967179,0.806564,3
Florian Sotoca,Lens,"FW,MF",33.0,7a42d0df,FRA,12.4221115,7.997819,-3.437197,0
Haris Belkebla,Angers,MF,30.0,2b1bed19,ALG,11.573209,8.41067,-0.72475606,0
Gabriel Gudmundsson,Lille,DF,25.0,d5d22a58,SWE,14.135541,8.817444,-1.6833158,0
Félix Lemaréchal,Strasbourg,"MF,FW",20.0,8ca9415f,FRA,12.108111,7.906563,-3.1541023,0
Pablo Rosario,Nice,"MF,DF",27.0,1a6b7ea4,DOM,11.500839,8.891985,-0.78631043,0
Jordan Ferri,Montpellier,MF,32.0,375622c5,FRA,12.645641,8.622133,-0.71925956,0
Benjamin Bouchouari,Saint,MF,22.0,599f9013,MAR,12.588268,8.397099,-1.4544092,0
Hákon Arnar Haraldsson,Lille,"MF,FW",21.0,e2ae54db,ISL,12.473653,8.711397,-3.4550877,0
Jim Allevinah,Angers,FW,29.0,1956b948,GAB,12.063882,7.5587444,-4.612444,2
Eliesse Ben Seghir,Monaco,"MF,FW",19.0,3bd65247,MAR,13.5255375,7.2172923,-3.646985,0
Aïssa Mandi,Lille,DF,32.0,fbd6378b,ALG,12.192874,9.716934,-0.31863368,3
Ousmane Dembélé,Paris S,FW,27.0,b19db005,FRA,13.650012,6.9128714,-3.9174852,0
Désiré Doué,Paris S,"FW,MF",19.0,9e7483ff,FRA,13.756571,6.5556946,-4.1549187,0
Marquinhos,Paris S,DF,30.0,d5f2f82b,BRA,13.745213,9.841116,0.65980095,3
Abdoulaye Niakhate Ndiaye,Brest,DF,22.0,b8cd2ae4,SEN,11.811639,10.514794,0.6573449,3
Joseph Okumu,Reims,DF,27.0,039f1983,KEN,12.288785,10.932534,0.2551769,3
Marshall Munetsi,Reims,MF,28.0,2acf0cd7,ZIM,10.609071,7.9503493,-2.9324238,2
Rabby Nzingoula,Montpellier,MF,18.0,627c7a3d,FRA,11.671058,7.915157,-1.3329116,0
Hans Hateboer,Rennes,DF,30.0,3b333ac3,NED,12.860623,9.610678,-0.65790623,3
Massadio Haïdara,Brest,DF,31.0,5167c97e,MLI,13.750097,9.741817,-1.947966,0
Nuno Mendes,Paris S,DF,22.0,f20e4cc9,POR,14.227351,7.8529058,-1.8847169,0
Joshua King,Toulouse,"FW,MF",32.0,43458538,NOR,11.784616,7.3992934,-5.594222,2
Lee Kang-in,Paris S,"FW,MF",23.0,8455ad90,KOR,14.12051,7.7530684,-3.2748551,0
Gabriel Osho,Auxerre,DF,25.0,cd889153,NGA,10.049707,10.652994,0.38757142,1
Esteban Lepaul,Angers,FW,24.0,85ce1949,FRA,11.031004,8.118735,-5.984749,2
Oumar Diakité,Reims,FW,20.0,44435c8f,CIV,11.499871,7.318644,-5.84429,2
Mohamed Ali Cho,Nice,"FW,MF",20.0,f8405304,FRA,12.502462,7.47564,-4.344501,2
Quentin Merlin,Marseille,DF,22.0,0bfca6a1,FRA,13.199396,8.842951,-2.6243532,0
Malick Fofana,Lyon,FW,19.0,8236f673,BEL,11.925949,7.499496,-4.150037,2
Neil El Aynaoui,Lens,MF,23.0,17e1261b,MAR,13.0336685,8.462529,-2.3824537,0
Duje Ćaleta-Car,Lyon,DF,27.0,94f8d10c,CRO,10.663846,10.329507,0.63504994,1
Mathias Pereira Lage,Brest,"FW,MF",27.0,8846a40f,POR,13.30393,8.406094,-3.3662965,0
Valentin Rongier,Marseille,"MF,DF",29.0,ed45c4a5,FRA,13.003231,8.323438,-0.53315824,0
Jordan Veretout,Lyon,MF,31.0,4a56052c,FRA,12.052853,9.117461,-1.1767415,0
Pierre Lees-Melou,Brest,MF,31.0,f5044e54,FRA,13.053607,8.456467,-1.0334253,0
Yassin Belkhdim,Angers,MF,22.0,e21d1928,FRA,11.152907,8.1167,-1.4430529,0
Frank Magri,Toulouse,"FW,MF",24.0,42fdb11d,CMR,10.981709,7.5183187,-5.959178,2
Nathan Zeze,Nantes,DF,19.0,fb4c5b6e,FRA,10.304901,10.293435,0.25565425,1
Abdoulaye Bamba,Angers,DF,34.0,7fecbcdb,CIV,9.525647,10.356293,0.07931471,1
Christian Mawissa,Monaco,DF,19.0,2c70d915,FRA,11.035395,9.886255,0.18788409,1
Tanguy Coulibaly,Montpellier,"FW,MF",23.0,05ba9d7c,FRA,10.959751,7.608133,-4.6327434,2
M'Bala Nzola,Lens,FW,27.0,a4948e67,ANG,11.653602,7.7244263,-6.0363727,2
Kévin Danois,Auxerre,MF,20.0,e76f6fbe,FRA,11.88393,8.190928,-1.7909324,0
Christopher Wooh,Rennes,DF,22.0,b003239d,CMR,11.405105,10.922034,0.91383624,3
André Ayew,Le Havre,FW,34.0,5dbefa9d,GHA,10.419245,7.7873244,-5.799405,2
Georges Mikautadze,Lyon,FW,23.0,4788cb6b,GEO,12.038245,8.043467,-5.354054,2
Derek Cornelius,Marseille,DF,26.0,577744b8,CAN,11.536963,10.854425,0.19556445,3
Anass Zaroury,Lens,"FW,MF",23.0,07d65234,MAR,12.124338,9.488231,-3.0819683,1
Ali Abdi,Nice,"DF,MF",30.0,ad7cdb35,TUN,12.292651,8.576592,-2.7835677,0
Przemysław Frankowski,Lens,DF,29.0,00a8d210,POL,13.543388,8.88066,-2.3680346,0
Malang Sarr,Lens,DF,25.0,4315f30d,FRA,10.69564,10.1955805,-0.30481678,1
Julien Le Cardinal,Brest,DF,26.0,547a72ad,FRA,10.949001,10.983689,0.57941943,3
Emmanuel Biumla,Angers,DF,19.0,e5a94f46,FRA,9.49361,10.613495,-0.21771897,1
Kamory Doumbia,Brest,"MF,FW",21.0,9226aa22,MLI,11.194787,8.591128,-2.8393729,0
Sorba Thomas,Nantes,"FW,MF",24.0,8725a42e,WAL,11.847013,9.494075,-3.2265687,1
Lilian Raolisoa,Angers,"DF,FW",24.0,79a793b7,FRA,11.094471,9.626384,-2.2892447,1
Amadou Koné,Reims,MF,19.0,2eb1ec07,MLI,11.383671,8.4884405,-1.2470852,0
Osame Sahraoui,Lille,"FW,MF",23.0,6f9fa232,MAR,12.333747,7.621052,-3.7491367,0
André Gomes,Lille,MF,31.0,1961b2aa,POR,11.923862,9.1074295,-1.2257473,0
Emmanuel Agbadou,Reims,DF,27.0,75f1ed80,CIV,11.068432,9.960576,-0.47721627,1
Romain Del Castillo,Brest,FW,28.0,0be95d34,FRA,12.651738,9.095757,-3.119832,0
Mostafa Mohamed,Nantes,FW,26.0,595e6f3e,EGY,10.999049,7.6579447,-6.080802,2
Florian Tardieu,Saint,MF,32.0,ed39121c,FRA,12.395081,9.097604,-1.0656407,0
Arouna Sangante,Le Havre,DF,22.0,17bb562c,SEN,10.619792,10.0973835,0.34518382,1
Abdallah Sima,Brest,"FW,MF",23.0,fdbde523,SEN,11.281065,7.87941,-5.654499,2
Tanner Tessmann,Lyon,MF,22.0,ac277993,USA,11.23907,9.459479,-1.1866205,0
Lilian Brassier,Rennes,DF,24.0,5b146df3,FRA,10.891563,10.493066,0.032703716,1
Falaye Sacko,Montpellier,DF,29.0,6388e356,MLI,9.2432575,9.864908,-0.710874,1
Mika Biereth,Monaco,FW,21.0,a1d95db3,DEN,11.303176,8.351881,-5.800009,2
Leo Skiri Østigård,Rennes,DF,24.0,b35a7399,NOR,10.35846,10.378972,0.39580703,1
Ngal'Ayel Mukau,Lille,MF,19.0,bb461b8a,COD,10.715535,8.861163,-1.5819967,0
Shavy Babicka,Toulouse,"MF,FW",24.0,c6f0d5d4,GAB,10.679765,8.272149,-4.8187957,2
Jordan James,Rennes,MF,20.0,f719ad7f,WAL,11.249257,9.3541975,-2.62501,1
Christopher Operi,Le Havre,"DF,FW",27.0,914bb955,CIV,11.655364,9.527405,-2.8250837,1
Arnaud Nordin,Montpellier,FW,26.0,7b9a9e25,FRA,10.897045,8.011731,-4.061762,2
Nhoa Sangui,Reims,"DF,MF",18.0,3f465a66,FRA,9.981522,9.194161,-2.4118085,1
Valentín Barco,Strasbourg,"MF,DF",20.0,b9f282ec,ARG,11.189015,9.254036,-1.5620989,0
Issiaga Sylla,Montpellier,DF,30.0,b99bec05,GUI,10.213927,8.939435,-2.4860044,1
Aleksandr Golovin,Monaco,"MF,FW",28.0,3708e9fa,RUS,12.123992,8.284621,-2.6821845,0
Ayyoub Bouaddi,Lille,MF,16.0,8006228f,FRA,10.744184,8.305994,-1.6597165,0
Mama Samba Baldé,Brest,FW,28.0,fb14aa28,GNB,11.481063,7.481552,-5.6212635,2
Mitchel Bakker,Lille,"FW,DF",24.0,a8567629,NED,11.579758,9.213943,-3.3771353,1
Tanguy Ndombele,Nice,MF,27.0,5cdddffa,FRA,10.267457,8.435714,-3.0503705,2
Mory Gbane,Reims,"DF,MF",23.0,ab8b392c,CIV,10.07195,10.170821,-0.9406934,1
Ruben Aguilar,Lens,"DF,MF",31.0,3dd738a1,FRA,12.687655,9.205197,-2.2910802,0
Djaoui Cissé,Rennes,MF,20.0,576ca93f,FRA,11.286161,9.10539,-1.2249628,0
Wahbi Khazri,Montpellier,"FW,MF",33.0,2677a1de,TUN,10.803199,9.703564,-3.7341518,1
Musa Al-Taamari,Montpellier,"FW,MF",27.0,f15f8b2b,JOR,11.484188,7.764089,-4.4919167,2
Timothee Pembele,Le Havre,DF,21.0,f8ce97ca,FRA,9.8649645,8.689883,-2.2484195,1
Jaydee Canvot,Toulouse,"DF,MF",18.0,3684108d,FRA,9.737314,9.892125,-1.0682826,1
Edimilson Fernandes,Brest,"MF,DF",28.0,3bb625ac,SUI,10.036664,10.378498,-1.3953446,1
Badredine Bouanani,Nice,"MF,FW",19.0,0400dd2f,ALG,11.620494,8.469429,-4.269332,2
Abner,Lyon,DF,24.0,7f9c5d2d,BRA,11.117717,9.040116,-2.293713,0
Kevin Danso,Lens,DF,25.0,6e33125f,AUT,10.569484,10.733196,0.19293578,1
Akor Adams,Montpellier,FW,24.0,2ccd39ed,NGA,10.241419,8.550504,-6.040792,2
Gonçalo Ramos,Paris S,FW,23.0,f63cda26,POR,10.9577875,8.795724,-5.821944,2
Matias Fernandez-Pardo,Lille,"FW,MF",19.0,0cdb6a2a,BEL,10.932972,8.582195,-4.276281,2
Sofiane Diop,Nice,"MF,FW",24.0,19053e31,FRA,11.942532,8.515068,-3.6153824,0
Irvin Cardona,Saint,FW,26.0,5e080f73,MLT,10.635442,8.979867,-5.1418414,2
Rassoul Ndiaye,Le Havre,MF,22.0,36f65bdf,SEN,9.981041,8.904764,-1.9437891,1
Jeremie Boga,Nice,"MF,FW",27.0,fe012aca,CIV,11.456195,7.9686337,-4.083403,2
Ernest Nuamah,Lyon,"FW,MF",20.0,234a703c,GHA,11.15498,8.352121,-4.0590744,2
Amine Gouiri,Marseille,"FW,MF",24.0,aad56ca3,ALG,11.1541395,8.704786,-4.842986,2
Han-Noah Massengo,Auxerre,MF,23.0,eba1e557,FRA,9.573886,9.862674,-2.2538774,1
Angelo Fulgini,Lens,"MF,FW",27.0,4b96c347,FRA,11.67694,8.9916,-3.5279598,1
Louis Mouton,Saint,MF,22.0,c37823fe,FRA,11.29488,8.403234,-1.8902948,0
Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA,9.876804,8.5913105,-5.002187,2
Aimen Moueffek,Saint,MF,23.0,2591b066,FRA,9.78129,8.745575,-2.7716668,1
Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR,9.581068,10.776457,0.0007403763,1
Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA,10.167372,9.174027,-1.4359325,1
Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA,11.175835,8.632057,-1.2917908,0
Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA,9.99283,10.17455,-0.14698678,1
Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR,9.625121,8.485292,-2.5299487,1
Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI,9.42534,10.601988,-0.27534953,1
Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA,9.116127,8.84735,-2.5689247,1
Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA,12.386419,8.814993,-3.5199573,0
Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA,11.560918,9.167189,-1.7095375,0
Oussama Targhalline,Le Havre,MF,22.0,abd56820,MAR,9.886418,10.183528,-2.2958772,1
Edon Zhegrova,Lille,"FW,MF",25.0,34a88e3e,KVX,11.103639,9.319215,-3.7859807,1
Yanis Zouaoui,Le Havre,"DF,FW",30.0,ec724366,ALG,10.877013,9.399984,-3.1455417,1
Abdukodir Khusanov,Lens,DF,20.0,d17ce930,UZB,9.738454,10.67304,-1.2149271,1
Anthony Rouault,Rennes,DF,23.0,9b545925,FRA,9.552952,10.499975,0.21089855,1
Ado Onaiwu,Auxerre,"MF,FW",28.0,ff4df82e,JPN,10.361313,8.068134,-5.3548236,2
Junior Mwanga,Le Havre,MF,21.0,ee158be5,FRA,10.333282,9.9088125,-2.2554038,1
Thiago Almada,Lyon,"MF,FW",23.0,27f33438,ARG,11.115479,9.384882,-3.2485366,1
Sael Kumbedi,Lyon,DF,19.0,c385bf49,FRA,9.705696,9.125198,-2.1808045,1
Marcus Coco,Nantes,DF,28.0,3010aefb,FRA,10.536357,9.9090395,-1.5961778,1
Abakar Sylla,Strasbourg,DF,21.0,29c91632,CIV,10.201357,10.969211,0.2243509,1
Yael Mouanga,Montpellier,DF,19.0,153e48e0,FRA,9.031044,10.473831,-0.31867948,1
Antoine Joujou,Le Havre,"MF,FW",21.0,f9124307,FRA,11.171807,7.9462667,-3.933368,2
Ibrahima Niane,Angers,FW,25.0,46faabfa,SEN,10.557644,8.618482,-6.111471,2
Theo Bair,Auxerre,FW,24.0,c724745e,CAN,9.769651,8.433981,-5.811128,2
Ulisses Garcia,Marseille,DF,28.0,c952f633,SUI,9.665809,8.893391,-2.781634,1
Jérémy Jacquet,Rennes,DF,19.0,cef70c94,FRA,9.411547,10.115902,-0.5192836,1
Baptiste Santamaria,Nice,MF,29.0,5e22e2a4,FRA,10.044121,10.137834,-1.9460074,1
Khvicha Kvaratskhelia,Paris S,FW,23.0,dea88efd,GEO,11.743936,8.130853,-4.08581,2
Wesley Saïd,Lens,FW,29.0,90fcf472,FRA,9.831298,8.584995,-5.0847397,2
Ismaily,Lille,DF,34.0,cf182add,BRA,10.705395,9.177344,-2.0047624,0
Romain Faivre,Brest,"MF,FW",26.0,745ca0a3,FRA,10.663677,8.871816,-4.182918,2
