player_name,equipe,positions,age,player_id,player_country_code,UMAP_1,UMAP_2,UMAP_3
Kelvin Amian,Nantes,DF,26.0,bcc81786,FRA,-11.124203,7.5837226,12.509407
Gabriel Suazo,Toulouse,DF,26.0,39b326ed,CHI,-11.111818,6.5930853,9.872742
Denis Zakaria,Monaco,MF,27.0,384d58d9,SUI,-12.35808,5.3589435,10.876341
Modibo Sagnan,Montpellier,DF,25.0,76d679c7,MLI,-9.952225,4.543914,13.336158
Willian Pacho,Paris S,DF,22.0,ecbe2839,ECU,-10.35517,3.4031677,11.0289
Dennis Appiah,Saint,DF,32.0,feb5d3ab,FRA,-10.562716,7.175904,11.991884
Ki-Jana Hoever,Auxerre,DF,22.0,9a71e978,NED,-10.784438,7.099115,11.032831
Jonathan Gradit,Lens,DF,31.0,06c48679,FRA,-10.587201,4.097989,12.127355
Sebastian Nanasi,Strasbourg,"MF,FW",22.0,ce747d2a,SWE,-12.53888,7.23439,9.153034
Djibril Sidibé,Toulouse,DF,32.0,4c5b714f,FRA,-11.045432,5.9063325,11.186442
Yassine Kechta,Le Havre,"MF,FW",22.0,abefc3af,MAR,-13.206484,7.005861,11.825195
Wilfried Singo,Monaco,DF,23.0,8b609c34,CIV,-10.392338,4.0050955,11.544399
Hamed Junior Traorè,Auxerre,MF,24.0,570bb4b9,CIV,-13.60338,8.010897,9.267862
Gianluigi Donnarumma,Paris S,GK,25.0,08f5afaa,ITA,12.637478,-0.60129046,-3.9502492
Azor Matusiwa,Rennes,MF,26.0,a17a94d6,NED,-12.365357,5.2218633,11.989521
Achraf Hakimi,Paris S,DF,25.0,e42d61c7,MAR,-11.313646,4.8579698,9.664873
Vanderson,Monaco,DF,23.0,ee45fd85,BRA,-10.423218,6.4572587,10.488518
Lamine Camara,Monaco,MF,20.0,19c2ffa4,SEN,-11.677593,6.2489295,9.629362
Alexandre Lacazette,Lyon,FW,33.0,9dbb75ca,FRA,-15.094434,7.783754,8.1849
Nicolas Cozza,Nantes,"DF,MF",25.0,8f325097,FRA,-11.415466,7.2812843,12.51209
Warren Zaïre-Emery,Paris S,"MF,DF",18.0,6b9960cf,FRA,-11.569219,4.2581797,10.198937
Johann Lepenant,Nantes,MF,21.0,1e52971c,FRA,-13.225621,6.40357,11.871244
Carlens Arcus,Angers,DF,28.0,5e837126,HAI,-11.181469,6.6439333,12.167749
Vitinha,Paris S,MF,24.0,3b029691,POR,-11.238721,3.8480253,10.20538
Rayan Cherki,Lyon,"FW,MF",20.0,b34c63a5,FRA,-12.281422,6.9252462,8.275609
Geoffrey Kondogbia,Marseille,"DF,MF",31.0,cce181df,CTA,-10.919687,3.762783,10.714583
Nicolas Pallois,Nantes,DF,36.0,779847d6,FRA,-9.277574,4.5406437,13.497032
Dylan Batubinsika,Saint,DF,28.0,37d39918,COD,-9.912071,3.561591,13.421492
Lucas Beraldo,Paris S,DF,20.0,b8aedf06,BRA,-10.721902,3.2743497,10.494561
Nemanja Matić,Lyon,MF,35.0,eb7822d7,SRB,-11.672913,4.300495,11.059148
Josué Casimir,Le Havre,"FW,MF",22.0,481f76cf,FRA,-14.0136385,8.746708,9.354197
Ainsley Maitland-Niles,Lyon,DF,26.0,e3a5814e,ENG,-10.791955,6.0829277,10.355738
Aurélio Buta,Reims,DF,27.0,b4705807,POR,-11.475644,6.868083,12.238226
Dante,Nice,DF,40.0,fd2bc67d,BRA,-10.412572,3.6503966,11.5987835
Jean-Eudes Aholou,Angers,MF,30.0,48b28bfd,CIV,-12.948217,6.4102316,12.254882
Sinaly Diomande,Auxerre,DF,23.0,6de23ab0,CIV,-9.434457,4.3663306,13.355401
Melvin Bard,Nice,"DF,MF",23.0,1ddbc7ca,FRA,-10.292144,6.2790475,10.91974
Youssouf Ndayishimiye,Nice,DF,25.0,65c55288,BDI,-9.646956,3.515928,11.531684
Caio Henrique Oliveira Silva,Monaco,DF,27.0,30af8b93,BRA,-11.235914,6.2165995,9.261583
Thomas Meunier,Lille,DF,32.0,e162b013,BEL,-10.531531,5.9422107,10.715401
Fabián Ruiz Peña,Paris S,MF,28.0,c0c7ff58,ESP,-12.002764,4.802439,9.705115
Issa Soumaré,Le Havre,"FW,MF",23.0,1d8aa290,SEN,-14.291572,8.431487,9.775577
Nicolás Tagliafico,Lyon,DF,31.0,f0661424,ARG,-11.131964,5.585667,10.687322
Zakaria Aboukhlal,Toulouse,"MF,FW",24.0,c2a6033c,MAR,-15.053448,8.140785,8.869565
Enzo Tchato,Montpellier,DF,21.0,7f783431,CMR,-10.628007,7.3905134,12.134726
Farid El Melali,Angers,FW,27.0,d21e361a,ALG,-12.751701,8.266298,9.516268
Joris Chotard,Montpellier,MF,22.0,7909ffa4,FRA,-11.649439,5.603637,12.887156
Lucas Stassin,Saint,FW,19.0,a47d6f3a,BEL,-15.039243,8.637517,8.868716
João Neves,Paris S,"MF,DF",19.0,c2a15a27,POR,-11.823478,4.646946,9.908604
Breel Embolo,Monaco,"FW,MF",27.0,0b4f388a,SUI,-14.891924,7.3833013,8.431599
Gaëtan Laborde,Nice,FW,30.0,7cdda3bf,FRA,-14.913143,7.9277697,8.447132
Deiver Machado,Lens,"DF,MF",30.0,b3f8bdef,COL,-11.5685005,7.2323375,10.862015
Becir Omeragic,Montpellier,DF,22.0,c284d6fb,SUI,-10.072061,4.1894274,14.012008
Florian Sotoca,Lens,"FW,MF",33.0,7a42d0df,FRA,-13.101352,6.5303555,9.705113
Haris Belkebla,Angers,MF,30.0,2b1bed19,ALG,-12.620564,5.6645465,12.513319
Gabriel Gudmundsson,Lille,DF,25.0,d5d22a58,SWE,-11.432429,7.0286493,10.954041
Félix Lemaréchal,Strasbourg,"MF,FW",20.0,8ca9415f,FRA,-13.504995,6.9025455,10.193279
Pablo Rosario,Nice,"MF,DF",27.0,1a6b7ea4,DOM,-12.428606,6.099118,11.946153
Jordan Ferri,Montpellier,MF,32.0,375622c5,FRA,-11.684306,4.8379846,11.696068
Benjamin Bouchouari,Saint,MF,22.0,599f9013,MAR,-12.298426,5.5492554,11.256726
Hákon Arnar Haraldsson,Lille,"MF,FW",21.0,e2ae54db,ISL,-12.073376,7.0277014,8.776663
Jim Allevinah,Angers,FW,29.0,1956b948,GAB,-14.261852,8.00228,9.651869
Eliesse Ben Seghir,Monaco,"MF,FW",19.0,3bd65247,MAR,-12.542228,7.0128455,8.178568
Aïssa Mandi,Lille,DF,32.0,fbd6378b,ALG,-11.228292,4.0451055,11.635744
Ousmane Dembélé,Paris S,FW,27.0,b19db005,FRA,-12.838799,7.275568,7.8819227
Désiré Doué,Paris S,"FW,MF",19.0,9e7483ff,FRA,-12.87351,6.7498975,8.207144
Marquinhos,Paris S,DF,30.0,d5f2f82b,BRA,-10.575394,3.5130835,10.567629
Philipp Köhn,Monaco,GK,26.0,ff74841d,SUI,12.444719,-0.28795063,-3.596312
Abdoulaye Niakhate Ndiaye,Brest,DF,22.0,b8cd2ae4,SEN,-9.737776,4.3282886,12.910846
Joseph Okumu,Reims,DF,27.0,039f1983,KEN,-10.598298,2.9960654,12.673307
Marshall Munetsi,Reims,MF,28.0,2acf0cd7,ZIM,-15.170285,7.993309,10.227651
Rabby Nzingoula,Montpellier,MF,18.0,627c7a3d,FRA,-13.084697,6.908381,12.012773
Hans Hateboer,Rennes,DF,30.0,3b333ac3,NED,-10.912838,4.6539545,11.678665
Massadio Haïdara,Brest,DF,31.0,5167c97e,MLI,-11.233162,7.225947,11.790275
Nuno Mendes,Paris S,DF,22.0,f20e4cc9,POR,-11.612527,4.643818,9.45038
Joshua King,Toulouse,"FW,MF",32.0,43458538,NOR,-14.974698,8.068047,9.205415
Lee Kang-in,Paris S,"FW,MF",23.0,8455ad90,KOR,-11.886503,6.1183186,8.704308
Gabriel Osho,Auxerre,DF,25.0,cd889153,NGA,-9.778472,3.8697517,13.633363
Esteban Lepaul,Angers,FW,24.0,85ce1949,FRA,-15.3510895,8.015947,9.448429
Oumar Diakité,Reims,FW,20.0,44435c8f,CIV,-14.921637,7.8793826,9.500064
Mohamed Ali Cho,Nice,"FW,MF",20.0,f8405304,FRA,-13.719636,7.7204514,8.695834
Arthur Desmas,Le Havre,GK,30.0,e8c5dd4d,FRA,12.662676,-0.032922484,-3.3119552
Quentin Merlin,Marseille,DF,22.0,0bfca6a1,FRA,-11.591697,5.842991,9.239338
Malick Fofana,Lyon,FW,19.0,8236f673,BEL,-13.238725,7.656744,8.424155
Neil El Aynaoui,Lens,MF,23.0,17e1261b,MAR,-11.976362,6.2338758,10.48048
Duje Ćaleta-Car,Lyon,DF,27.0,94f8d10c,CRO,-9.81311,3.2702622,12.60177
Mathias Pereira Lage,Brest,"FW,MF",27.0,8846a40f,POR,-11.975838,7.931565,9.13066
Anthony Lopes,Nantes,GK,33.0,f00de885,POR,12.446055,0.0137306545,-3.5617
Valentin Rongier,Marseille,"MF,DF",29.0,ed45c4a5,FRA,-11.2981415,4.3056965,10.022299
Jordan Veretout,Lyon,MF,31.0,4a56052c,FRA,-11.964293,5.1987176,10.776298
Brice Samba,Rennes,GK,30.0,60d90c55,FRA,13.022315,-0.28000814,-3.3855734
Pierre Lees-Melou,Brest,MF,31.0,f5044e54,FRA,-12.432322,4.708665,10.746291
Yassin Belkhdim,Angers,MF,22.0,e21d1928,FRA,-13.082326,6.361856,12.570228
Frank Magri,Toulouse,"FW,MF",24.0,42fdb11d,CMR,-15.645416,8.079557,9.142684
Nathan Zeze,Nantes,DF,19.0,fb4c5b6e,FRA,-10.512145,3.9052255,13.3518
Abdoulaye Bamba,Angers,DF,34.0,7fecbcdb,CIV,-10.535721,4.2624397,13.924565
Christian Mawissa,Monaco,DF,19.0,2c70d915,FRA,-10.2681875,4.290056,12.2013855
Steve Mandanda,Rennes,GK,39.0,1d2d5cc8,FRA,12.758031,0.30527353,-3.3564057
Tanguy Coulibaly,Montpellier,"FW,MF",23.0,05ba9d7c,FRA,-13.949169,8.06729,10.290749
M'Bala Nzola,Lens,FW,27.0,a4948e67,ANG,-15.146094,7.4471774,9.029685
Kévin Danois,Auxerre,MF,20.0,e76f6fbe,FRA,-13.051838,5.2259665,11.144457
Christopher Wooh,Rennes,DF,22.0,b003239d,CMR,-9.432251,3.4797456,12.919647
André Ayew,Le Havre,FW,34.0,5dbefa9d,GHA,-15.522608,8.551276,9.689014
Georges Mikautadze,Lyon,FW,23.0,4788cb6b,GEO,-14.423126,8.227116,8.298735
Mathieu Gorgelin,Le Havre,GK,33.0,4d3e9033,FRA,13.095174,0.16579422,-3.2223825
Derek Cornelius,Marseille,DF,26.0,577744b8,CAN,-10.353333,3.0039768,11.774835
Anass Zaroury,Lens,"FW,MF",23.0,07d65234,MAR,-11.465523,7.3200884,9.029781
Ali Abdi,Nice,"DF,MF",30.0,ad7cdb35,TUN,-11.134308,6.8081775,10.152842
Przemysław Frankowski,Lens,DF,29.0,00a8d210,POL,-11.08055,5.7551813,9.784939
Malang Sarr,Lens,DF,25.0,4315f30d,FRA,-10.798395,3.6652796,12.592429
Julien Le Cardinal,Brest,DF,26.0,547a72ad,FRA,-9.2956705,3.6931696,13.495261
Radosław Majecki,Monaco,GK,24.0,20de219a,POL,12.876997,-0.6412119,-3.6753833
Emmanuel Biumla,Angers,DF,19.0,e5a94f46,FRA,-10.184087,4.3561144,13.733583
Kamory Doumbia,Brest,"MF,FW",21.0,9226aa22,MLI,-12.940103,6.1857295,10.927
Sorba Thomas,Nantes,"FW,MF",24.0,8725a42e,WAL,-11.633313,7.4732943,9.540548
Lilian Raolisoa,Angers,"DF,FW",24.0,79a793b7,FRA,-10.961836,7.5871973,11.159641
Amadou Koné,Reims,MF,19.0,2eb1ec07,MLI,-12.458504,5.324029,12.3815775
Osame Sahraoui,Lille,"FW,MF",23.0,6f9fa232,MAR,-13.025167,7.000545,8.327554
André Gomes,Lille,MF,31.0,1961b2aa,POR,-11.843869,4.433676,10.679594
Mathew Ryan,Lens,GK,32.0,4535e4bb,AUS,12.9631605,-0.08842537,-3.7996716
Emmanuel Agbadou,Reims,DF,27.0,75f1ed80,CIV,-10.820421,3.5027473,11.986541
Romain Del Castillo,Brest,FW,28.0,0be95d34,FRA,-11.899886,7.7590647,8.951963
Mostafa Mohamed,Nantes,FW,26.0,595e6f3e,EGY,-15.60008,8.398994,9.2854395
Florian Tardieu,Saint,MF,32.0,ed39121c,FRA,-11.81289,4.5954833,10.88747
Arouna Sangante,Le Havre,DF,22.0,17bb562c,SEN,-9.34552,3.6245115,12.028066
Abdallah Sima,Brest,"FW,MF",23.0,fdbde523,SEN,-15.1137295,8.446242,9.202576
Tanner Tessmann,Lyon,MF,22.0,ac277993,USA,-12.126291,4.386611,11.25283
Lilian Brassier,Rennes,DF,24.0,5b146df3,FRA,-10.807774,3.3490148,11.434668
Falaye Sacko,Montpellier,DF,29.0,6388e356,MLI,-10.598925,6.7386203,12.934432
Mika Biereth,Monaco,FW,21.0,a1d95db3,DEN,-14.861749,8.259216,8.08046
Leo Skiri Østigård,Rennes,DF,24.0,b35a7399,NOR,-9.845239,4.064859,12.533361
Ngal'Ayel Mukau,Lille,MF,19.0,bb461b8a,COD,-12.644416,5.155889,11.729615
Shavy Babicka,Toulouse,"MF,FW",24.0,c6f0d5d4,GAB,-14.092271,8.294736,8.976944
Jordan James,Rennes,MF,20.0,f719ad7f,WAL,-12.413722,5.788565,10.631934
Christopher Operi,Le Havre,"DF,FW",27.0,914bb955,CIV,-11.184061,7.1517386,9.612202
Arnaud Nordin,Montpellier,FW,26.0,7b9a9e25,FRA,-13.766468,8.321711,9.913712
Nhoa Sangui,Reims,"DF,MF",18.0,3f465a66,FRA,-11.4099455,6.3678694,12.468818
Valentín Barco,Strasbourg,"MF,DF",20.0,b9f282ec,ARG,-11.018565,5.3122406,11.260641
Issiaga Sylla,Montpellier,DF,30.0,b99bec05,GUI,-10.994453,7.553448,12.108896
Aleksandr Golovin,Monaco,"MF,FW",28.0,3708e9fa,RUS,-12.838456,6.0537252,9.893115
Ayyoub Bouaddi,Lille,MF,16.0,8006228f,FRA,-12.794055,5.6591144,11.929349
Mama Samba Baldé,Brest,FW,28.0,fb14aa28,GNB,-14.608985,8.469004,9.482689
Mitchel Bakker,Lille,"FW,DF",24.0,a8567629,NED,-11.639554,6.727613,9.211633
Tanguy Ndombele,Nice,MF,27.0,5cdddffa,FRA,-13.18239,5.563588,10.784033
Mory Gbane,Reims,"DF,MF",23.0,ab8b392c,CIV,-10.585301,4.819349,13.582839
Ruben Aguilar,Lens,"DF,MF",31.0,3dd738a1,FRA,-10.637704,5.915018,10.122896
Djaoui Cissé,Rennes,MF,20.0,576ca93f,FRA,-12.610118,4.452448,11.058801
Wahbi Khazri,Montpellier,"FW,MF",33.0,2677a1de,TUN,-13.341686,8.192858,10.413398
Musa Al-Taamari,Montpellier,"FW,MF",27.0,f15f8b2b,JOR,-13.872725,8.125986,9.387064
Timothee Pembele,Le Havre,DF,21.0,f8ce97ca,FRA,-11.0542965,7.132882,12.580593
Jaydee Canvot,Toulouse,"DF,MF",18.0,3684108d,FRA,-11.180671,4.89479,12.885358
Edimilson Fernandes,Brest,"MF,DF",28.0,3bb625ac,SUI,-10.953902,4.4912844,13.377375
Badredine Bouanani,Nice,"MF,FW",19.0,0400dd2f,ALG,-13.420407,7.2154355,8.715507
Abner,Lyon,DF,24.0,7f9c5d2d,BRA,-11.0708685,6.1605453,10.540501
Alban Lafont,Nantes,GK,25.0,4e7db402,FRA,13.042421,-0.36975017,-3.2455502
Kevin Danso,Lens,DF,25.0,6e33125f,AUT,-10.249479,3.3612244,12.185006
Akor Adams,Montpellier,FW,24.0,2ccd39ed,NGA,-15.300659,8.86114,9.227239
Gonçalo Ramos,Paris S,FW,23.0,f63cda26,POR,-15.093062,7.305852,8.080473
Matias Fernandez-Pardo,Lille,"FW,MF",19.0,0cdb6a2a,BEL,-13.233502,8.210017,8.930834
Sofiane Diop,Nice,"MF,FW",24.0,19053e31,FRA,-13.078488,6.8927813,8.684014
Irvin Cardona,Saint,FW,26.0,5e080f73,MLT,-14.547837,8.626581,9.323065
Rassoul Ndiaye,Le Havre,MF,22.0,36f65bdf,SEN,-12.875129,7.1144257,12.316253
Jeremie Boga,Nice,"MF,FW",27.0,fe012aca,CIV,-13.036191,7.541398,8.547003
Ernest Nuamah,Lyon,"FW,MF",20.0,234a703c,GHA,-13.178256,7.5222654,9.547518
Amine Gouiri,Marseille,"FW,MF",24.0,aad56ca3,ALG,-13.484412,7.929425,8.460407
Han-Noah Massengo,Auxerre,MF,23.0,eba1e557,FRA,-12.756623,6.146056,12.126098
Angelo Fulgini,Lens,"MF,FW",27.0,4b96c347,FRA,-12.20188,6.742555,8.971674
Louis Mouton,Saint,MF,22.0,c37823fe,FRA,-13.297025,5.3212976,11.583074
Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA,-14.8678255,8.3708,9.697142
Aimen Moueffek,Saint,MF,23.0,2591b066,FRA,-13.044525,7.177483,11.546959
Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR,-10.065099,4.9838905,13.821789
Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA,-11.893563,6.426873,12.32851
Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA,-12.753399,4.9731355,11.349289
Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA,-10.060281,3.9401786,11.6328535
Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR,-12.112009,6.751705,10.889442
Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI,-10.377099,3.607228,12.97667
Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA,-11.481184,7.4959927,12.6949215
Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA,-12.2124405,6.3995786,8.573033
Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA,-10.184212,6.7391667,11.101737
Oussama Targhalline,Le Havre,MF,22.0,abd56820,MAR,-11.851558,6.059302,12.464312
Edon Zhegrova,Lille,"FW,MF",25.0,34a88e3e,KVX,-12.645283,7.808759,8.452539
Yanis Zouaoui,Le Havre,"DF,FW",30.0,ec724366,ALG,-11.183895,7.1150584,9.357361
Abdukodir Khusanov,Lens,DF,20.0,d17ce930,UZB,-10.030642,3.1571026,13.315179
Anthony Rouault,Rennes,DF,23.0,9b545925,FRA,-10.056594,3.5689468,12.038692
Ado Onaiwu,Auxerre,"MF,FW",28.0,ff4df82e,JPN,-14.594264,7.760117,9.897652
Junior Mwanga,Le Havre,MF,21.0,ee158be5,FRA,-12.520519,5.8298817,11.501007
Thiago Almada,Lyon,"MF,FW",23.0,27f33438,ARG,-12.284154,5.7739873,8.697733
Sael Kumbedi,Lyon,DF,19.0,c385bf49,FRA,-11.692794,6.5553603,11.6143465
Marcus Coco,Nantes,DF,28.0,3010aefb,FRA,-10.582888,7.0445633,11.60309
Abakar Sylla,Strasbourg,DF,21.0,29c91632,CIV,-9.055221,4.2123456,12.992619
